#;#;#;OPERATOR:1;OPERATOR:1;OPERATOR:2;OPERATOR:2;OPERATOR:2;OPERATOR:2;OPERATOR:2;OPERATOR:2;OPERATOR:2;OPERATOR:2;OPERATOR:2;OPERATOR:2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;18;18;18;19;19;19;20;21;21;22;22;22;22
#;#;#;X-axis rotation angle;Y-axis rotation angle;a0;ax;ax2;ax3;ay;axy;ax2y;ay2;axy2;ay3;Name;Created on;Studiable type;Axis name - X;Axis length - X;Axis size - X;Axis spacing - X;Axis name - Y;Axis length - Y;Axis size - Y;Axis spacing - Y;Axis name - Z;Layer type - Z;Axis length - Z;Axis size - Z;Axis spacing - Z;NM-points ratio - Z;Name;Created on;Studiable type;Axis name - X;Axis length - X;Axis size - X;Axis spacing - X;Axis name - Y;Axis length - Y;Axis size - Y;Axis spacing - Y;Axis name - Z;Layer type - Z;Axis length - Z;Axis size - Z;Axis spacing - Z;NM-points ratio - Z;Name;Created on;Studiable type;Axis name - X;Axis length - X;Axis size - X;Axis spacing - X;Axis name - Y;Axis length - Y;Axis size - Y;Axis spacing - Y;Axis name - Z;Layer type - Z;Axis length - Z;Axis size - Z;Axis spacing - Z;NM-points ratio - Z;Sq;Ssk;Sku;Sp;Sv;Sz;Sa;Smr (c = 1000 nm below highest peak);Smc (p = 10.00%);Sxp (p = 50.00%, q = 97.50%);Sal (s = 0.2000);Str (s = 0.2000);Std (Reference angle = 0.000°);Sdq;Sdr;Vm (p = 10.00%);Vv (p = 10.00%);Vmp (p = 10.00%);Vmc (p = 10.00%, q = 80.00%);Vvc (p = 10.00%, q = 80.00%);Vvv (p = 80.00%);Maximum depth of furrows;Mean depth of furrows;Mean density of furrows;First direction;Second direction;Third direction;Isotropy;Length-scale anisotropy (Sfrax) (epLsar);Length-scale anisotropy (NewEplsar);Fractal complexity (Asfc);Scale of max complexity (Smfc);HAsfc9 (HAsfc9);HAsfc81 (HAsfc81)
#;#;#;°;°;nm;nm;nm;nm;nm;nm;nm;nm;nm;nm;<no unit>;<no unit>;<no unit>;<no unit>;µm;points;µm;<no unit>;µm;points;µm;<no unit>;<no unit>;nm;digits;nm;%;<no unit>;<no unit>;<no unit>;<no unit>;µm;points;µm;<no unit>;µm;points;µm;<no unit>;<no unit>;nm;digits;nm;%;<no unit>;<no unit>;<no unit>;<no unit>;µm;points;µm;<no unit>;µm;points;µm;<no unit>;<no unit>;nm;digits;nm;%;nm;<no unit>;<no unit>;nm;nm;nm;nm;%;nm;nm;µm;<no unit>;°;<no unit>;%;µm³/µm²;µm³/µm²;µm³/µm²;µm³/µm²;µm³/µm²;µm³/µm²;nm;nm;cm/cm2;°;°;°;%;<no unit>;<no unit>;<no unit>;µm²;<no unit>;<no unit>
03.09.2020;14:56:03;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-019 - MU-019-A3-01-b_50x09_LSM_Topo.mnt;5,170015503;0,525159699;-11024,40784;4,057297142;0,009077542;-5,33E-06;46,00994002;-0,025977678;-1,92E-06;-0,027544052;1,86E-05;-7,66E-06;BA_50x_res --- MU-019 - MU-019_A3-01-b_50x09_LSM_Topo;7/13/2020 12:34:31 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;34161,96291;65473;0,521771767;0;BA_50x_res --- MU-019 - MU-019-A3-01-b_50x09_LSM_Topo > Leveled (LS-plane);7/13/2020 12:34:31 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;21434,38419;41080;0,521771767;0;BA_50x_res --- MU-019 - MU-019-A3-01-b_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;7/13/2020 12:34:31 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;11279,50553;216177;0,052177177;0;1684,96288;0,205071689;3,645213744;5628,038989;5651,466541;11279,50553;1287,550422;0,932012015;2119,841098;3250,634846;26,82013311;0,371236452;38,99354445;0,1973347;1,885110471;0,10636922;2,226208952;0,10636922;1,340472046;2,022973119;0,203235833;5034,941021;1702,514308;2072,170823;45,01058409;26,45244017;89,99658221;77,43677726;0,00102399;0,01809519;2,07798623;9,651555589;0,192065669;0,501403332
03.09.2020;14:56:26;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-019 - MU-019-A3-01-c_50x09_LSM_Topo.mnt;5,159386921;0,618176683;-11286,97723;2,315110254;0,011957715;-5,35E-06;61,00775775;-0,046757961;6,68E-06;-0,056369609;2,82E-05;8,58E-06;BA_50x_res --- MU-019 - MU-019_A3-01-c_50x09_LSM_Topo;7/13/2020 12:49:15 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;41313,04004;64739;0,63814764;0;BA_50x_res --- MU-019 - MU-019-A3-01-c_50x09_LSM_Topo > Leveled (LS-plane);7/13/2020 12:49:15 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;20759,58086;32531;0,63814764;0;BA_50x_res --- MU-019 - MU-019-A3-01-c_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;7/13/2020 12:49:15 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;9916,941949;155402;0,063814764;0;1547,335493;0,08368776;2,943899497;5034,729618;4882,212332;9916,941949;1237,120863;0,530003232;2067,81205;2865,825036;25,617411;0,744960176;50,75626302;0,210775796;2,133679577;0,068032632;2,135862847;0,068032632;1,38090768;1,967644429;0,168218418;5635,737065;1550,913161;2158,640277;89,99885266;44,98738623;63,54886993;87,73781805;0,000987211;0,017913651;2,479374899;9,024672658;0,35858366;0,513289918
03.09.2020;14:56:50;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-021 - MU-021-C3-01-a_50x09_LSM_Topo.mnt;-0,565410696;-2,797093037;9813,622373;8,725133495;-0,026304774;5,87E-06;-63,17974857;0,049961935;-1,20E-07;0,067011633;-3,06E-05;-1,93E-05;BA_50x_res --- MU-021 - MU-021_C3-01-a_50x09_LSM_Topo;07.08.2020 15:38;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;29404,11905;64564;0,455425919;0;BA_50x_res --- MU-021 - MU-021-C3-01-a_50x09_LSM_Topo > Leveled (LS-plane);07.08.2020 15:38;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;23697,63228;52034;0,455425919;0;BA_50x_res --- MU-021 - MU-021-C3-01-a_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;07.08.2020 15:38;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;8756,383063;192268;0,045542592;0;1099,969033;-0,121647329;4,267698268;3816,605831;4939,777233;8756,383063;838,7109344;0,764036394;1420,69064;2103,393788;22,01141;0,671094048;13,49697397;0,195144274;1,810989627;0,05626572;1,476964096;0,05626572;0,920810945;1,350352571;0,126611525;4946,608621;1384,648623;2355,978449;179,9769971;45,00826911;89,99156865;71,40180292;0,002537327;0,018516719;2,550535354;6,450630522;0,481986368;0,569802881
03.09.2020;14:57:14;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-021 - MU-021-C3-01-b_50x09_LSM_Topo.mnt;0,071918876;-1,628671511;2278,093744;-2,069472396;0,000335056;2,87E-06;-4,706343935;0,018358891;-3,14E-05;-0,013327954;1,98E-05;8,14E-06;BA_50x_res --- MU-021 - MU-021_C3-01-b_50x09_LSM_Topo;07.08.2020 15:51;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;19801,78198;64442;0,307280686;0;BA_50x_res --- MU-021 - MU-021-C3-01-b_50x09_LSM_Topo > Leveled (LS-plane);07.08.2020 15:51;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;19718,8162;64172;0,307280686;0;BA_50x_res --- MU-021 - MU-021-C3-01-b_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;07.08.2020 15:51;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;12289,23012;399935;0,030728069;0;2062,268806;-0,223775989;3,03924346;5578,588674;6710,64145;12289,23012;1639,793312;0,699371829;2665,732628;4475,506735;29,77532246;0,767804849;176,4933684;0,241305981;2,741947669;0,080942609;2,746667413;0,080942609;1,891036859;2,501878559;0,244788854;4948,06407;1366,406823;2286,942308;179,9886773;44,97879049;134,9948035;74,72859394;0,000780208;0,018004077;3,617749471;5,639887625;0,49073941;0,825624185
03.09.2020;14:57:38;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-021 - MU-021-C3-01-c_50x09_LSM_Topo.mnt;-0,280341086;-2,831240606;-4832,465051;-19,02951962;0,043748915;-1,86E-05;40,96786522;-0,029431629;-8,53E-06;-0,04105515;3,00E-05;6,49E-06;BA_50x_res --- MU-021 - MU-021_C3-01-c_50x09_LSM_Topo;07.08.2020 16:06;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;32296,56512;65518;0,492941865;0;BA_50x_res --- MU-021 - MU-021-C3-01-c_50x09_LSM_Topo > Leveled (LS-plane);07.08.2020 16:06;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;22294,77467;45228;0,492941865;0;BA_50x_res --- MU-021 - MU-021-C3-01-c_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;07.08.2020 16:06;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;14514,22957;294441;0,049294187;0;1832,637403;-0,924738825;5,762821724;4762,262065;9751,967506;14514,22957;1340,14835;1,181533302;2110,613499;4462,666583;21,58440701;0,404295771;13,74927447;0,260477286;3,058344309;0,077924991;2,188547017;0,077924991;1,36766455;1,890188236;0,29835878;5650,691188;1687,620469;2355,393022;26,45443118;134,9863087;0,009282357;51,61071595;0,001294268;0,01827718;4,143457528;6,898712167;0,649424138;0,952056062
03.09.2020;14:58:03;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-021 - MU-021-D1-01-a_50x09_LSM_Topo.mnt;6,894898045;-2,253805479;-1686,898452;57,81275583;-0,082546473;2,91E-05;-59,49501925;0,021498587;7,60E-06;0,087258538;-3,11E-05;-3,04E-05;BA_50x_res --- MU-021 - MU-021_D1-01-a_50x09_LSM_Topo;07.08.2020 14:43;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;47122,61615;65197;0,722772768;0;BA_50x_res --- MU-021 - MU-021-D1-01-a_50x09_LSM_Topo > Leveled (LS-plane);07.08.2020 14:43;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;28868,26712;39941;0,722772768;0;BA_50x_res --- MU-021 - MU-021-D1-01-a_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;07.08.2020 14:43;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;14053,30459;194436;0,072277277;0;1811,073083;0,37724674;4,264258236;7184,43359;6868,870999;14053,30459;1367,706228;0,337445747;2449,191974;3143,325642;24,82035591;0,637710053;140,5056109;0,248322042;2,875998585;0,113966302;2,563140617;0,113966302;1,42065181;2,386626022;0,176514595;6582,436151;1730,335239;2283,232545;135,0074072;89,99953098;179,9949838;70,13288647;0,001733182;0,017287979;3,389672426;36,97553619;0,556325389;1,141544339
03.09.2020;14:58:28;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-021 - MU-021-D1-01-b_50x09_LSM_Topo.mnt;4,260401972;-1,967577013;5146,5053;-16,44834514;0,021902394;-1,07E-05;-21,63208324;0,021179175;-1,20E-06;0,026901973;-1,62E-05;-8,57E-06;BA_50x_res --- MU-021 - MU-021_D1-01-b_50x09_LSM_Topo;07.08.2020 15:02;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;36405,19807;65908;0,552363872;0;BA_50x_res --- MU-021 - MU-021-D1-01-b_50x09_LSM_Topo > Leveled (LS-plane);07.08.2020 15:02;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;21090,90972;38183;0,552363872;0;BA_50x_res --- MU-021 - MU-021-D1-01-b_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;07.08.2020 15:02;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;13513,02976;244640;0,055236387;0;1157,981127;0,904353595;8,889312113;8342,462031;5170,567733;13513,02976;855,9368614;0,206939223;1431,845352;1736,830149;27,56481801;0,580140018;128,995698;0,219184353;1,607614928;0,080738079;1,512577919;0,080738079;0,906247492;1,408543786;0,104034132;4630,355866;1132,113684;2451,63984;89,98165021;0,013916143;134,9895568;80,32395884;0,000296109;0,017668189;2,502302508;36,97553619;1,013648017;2,215001519
03.09.2020;14:58:52;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-021 - MU-021-D1-01-c_50x09_LSM_Topo.mnt;2,379412553;-4,259670044;-3656,755124;8,458272878;-0,023725231;1,85E-05;14,41118287;0,001012365;-8,90E-06;-0,013292076;3,83E-06;1,86E-06;BA_50x_res --- MU-021 - MU-021_D1-01-c_50x09_LSM_Topo;07.08.2020 15:19;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;34406,96001;65244;0,527358225;0;BA_50x_res --- MU-021 - MU-021-D1-01-c_50x09_LSM_Topo > Leveled (LS-plane);07.08.2020 15:19;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;18601,50666;35273;0,527358225;0;BA_50x_res --- MU-021 - MU-021-D1-01-c_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;07.08.2020 15:19;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;8138,508538;154326;0,052735822;0;1450,139296;0,572613265;3,383197898;4637,957378;3500,551159;8138,508538;1122,12701;2,085580738;2009,845287;2361,76244;32,15837679;0,78713605;137,7455575;0,168151294;1,361472481;0,092554291;2,102419166;0,092554291;1,23083505;1,974290032;0,128129134;3114,735882;1337,487012;2486,052663;89,9844629;45,01899541;71,50602383;76,91671841;0,000760683;0,017501482;1,723456617;4,311287828;0,311987624;0,603145076
03.09.2020;14:59:17;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-025 - MU-025-B2-01-a_50x09_LSM_Topo.mnt;-1,334096304;0,935426006;-30176,62681;33,55449515;-0,007799;-3,06E-06;99,76336501;-0,030665105;1,08E-05;-0,086915644;-2,03E-05;2,48E-05;BA_50x_res --- MU-025 - MU-025_B2-01-a_50x09_LSM_Topo;7/13/2020 1:53:18 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;36753,70038;64566;0,569242332;0;BA_50x_res --- MU-025 - MU-025-B2-01-a_50x09_LSM_Topo > Leveled (LS-plane);7/13/2020 1:53:18 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;36890,88778;64807;0,569242332;0;BA_50x_res --- MU-025 - MU-025-B2-01-a_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;7/13/2020 1:53:18 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;13830,88093;242970;0,056924233;0;2229,807968;0,416444675;3,325053592;7881,273928;5949,607;13830,88093;1749,114897;0,247283295;2937,922295;3955,154012;25,76542365;*****;3,753660538;0,236050611;2,635928705;0,140623586;3,078526452;0,140623586;1,886618473;2,874922857;0,203603595;5507,9888;1700,976879;1996,910229;179,9954564;45,0046909;26,48254644;53,06236117;0,005598171;0,019815556;3,007405718;77,39963644;0,491973896;0,766851831
03.09.2020;14:59:42;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-025 - MU-025-B2-01-b_50x09_LSM_Topo.mnt;-1,574869459;0,659335453;-25308,59553;6,197013187;0,003411386;6,17E-06;98,6014915;0,001606731;-2,06E-05;-0,076447316;-9,30E-06;6,55E-06;BA_50x_res --- MU-025 - MU-025_B2-01-b_50x09_LSM_Topo;7/13/2020 2:09:03 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;40415,51921;64708;0,624583038;0;BA_50x_res --- MU-025 - MU-025-B2-01-b_50x09_LSM_Topo > Leveled (LS-plane);7/13/2020 2:09:03 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;41608,47281;66618;0,624583038;0;BA_50x_res --- MU-025 - MU-025-B2-01-b_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;7/13/2020 2:09:03 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;20917,28593;334900;0,062458304;0;3282,008119;0,290202679;3,632330156;11373,09499;9544,190941;20917,28593;2472,520666;0,178601368;4481,854777;6535,409662;27,92646015;0,413613861;47,75058875;0,265515932;3,284268563;0,191747295;4,673583553;0,191747295;2,460995161;4,287499645;0,386083909;5440,040186;2170,663968;1999,944425;45,01117036;89,97556306;179,9885602;25,29566303;0,004889782;0,019673229;3,244087034;868,3800072;0,575788862;0,683308948
03.09.2020;15:00:07;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-025 - MU-025-B2-01-c_50x09_LSM_Topo.mnt;-0,443949345;0,602393863;-37466,74645;31,84075412;-0,011996561;7,14E-06;151,0452037;-0,041992672;7,84E-07;-0,154324492;-4,45E-06;4,78E-05;BA_50x_res --- MU-025 - MU-025_B2-01-c_50x09_LSM_Topo;7/13/2020 2:28:39 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;70782,62173;79781;0,887211513;0;BA_50x_res --- MU-025 - MU-025-B2-01-c_50x09_LSM_Topo > Leveled (LS-plane);7/13/2020 2:28:39 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;71162,34826;80209;0,887211513;0;BA_50x_res --- MU-025 - MU-025-B2-01-c_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;7/13/2020 2:28:39 PM;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;30172,99891;340088;0,088721151;0;5322,389822;0,125648154;2,771060616;14155,99202;16017,00689;30172,99891;4270,651516;0,222326881;7641,252269;9838,075645;30,29433775;0,358072296;16,99596306;0,414908937;6,854123769;0,193216166;7,834455095;0,193216166;4,422971308;7,257434426;0,577020669;14069,3706;2926,693053;1977,479955;44,99636584;0,004762988;89,99771922;59,60311626;0,004079809;0,019364484;7,307735607;2079,054973;0,687973677;0,984059555
03.09.2020;15:00:32;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-041 - MU-041-D1-01-a_50x09_LSM_Topo.mnt;-0,599260767;0,176874762;-26803,81492;71,07048344;-0,056790346;1,22E-05;80,47636298;-0,096921378;3,12E-05;-0,068209223;3,54E-05;1,47E-05;BA_50x_res --- MU-041 - MU-041_D1-01-a_50x09_LSM_Topo;07.09.2020 12:45;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;32388,05457;65511;0,494391088;0;BA_50x_res --- MU-041 - MU-041-D1-01-a_50x09_LSM_Topo > Leveled (LS-plane);07.09.2020 12:45;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;33158,31589;67069;0,494391088;0;BA_50x_res --- MU-041 - MU-041-D1-01-a_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;07.09.2020 12:45;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;10268,94785;207709;0,049439109;0;1521,698482;-0,432718936;3,258699156;3525,45341;6743,494441;10268,94785;1232,513822;3,236139253;1861,868448;3151,733281;23,52493305;0,827287339;39,00410884;0,30282441;4,160605342;0,050870904;1,912742516;0,050870904;1,435003009;1,727419025;0,185323491;7465,799821;1481,879302;2243,291946;89,99242153;135,0043203;26,46711988;90,21808136;0,0008078;0,017566846;6,691464814;9,651555589;0,240638353;0,508616523
03.09.2020;15:00:57;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-041 - MU-041-D1-01-b_50x09_LSM_Topo.mnt;3,925640864;-1,231355578;-25519,12492;43,46826113;0,003034109;-1,96E-05;91,07943796;-0,104625793;3,02E-05;-0,085922108;4,02E-05;2,42E-05;BA_50x_res --- MU-041 - MU-041_D1-01-b_50x09_LSM_Topo;07.09.2020 13:01;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;42577,74802;65507;0,649972492;0;BA_50x_res --- MU-041 - MU-041-D1-01-b_50x09_LSM_Topo > Leveled (LS-plane);07.09.2020 13:01;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;31595,16283;48610;0,649972492;0;BA_50x_res --- MU-041 - MU-041-D1-01-b_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;07.09.2020 13:01;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;14308,81942;220145;0,064997249;0;1790,736386;-0,901069102;5,295072013;3983,941391;10324,87803;14308,81942;1368,193104;2,473555963;2099,331099;4193,449067;20,54172736;0,494305738;98,49845781;0,367968377;5,254637958;0,059195512;2,158499792;0,059195512;1,554345081;1,899803733;0,25869606;10903,28855;1577,319946;2194,63465;116,4589048;89,99174844;179,9875748;87,96685364;0,000459564;0,017855023;8,83514186;26,42927132;0,51026878;0,999275798
03.09.2020;15:01:22;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-041 - MU-041-D1-01-c_50x09_LSM_Topo.mnt;0,310662682;-1,439662617;-1595,381448;23,092205;-0,032514686;7,38E-06;-12,60214714;0,005374379;7,46E-06;0,024060003;-4,72E-06;-1,52E-05;BA_50x_res --- MU-041 - MU-041_D1-01-c_50x09_LSM_Topo;07.09.2020 13:33;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;18127,59032;65191;0,27806891;0;BA_50x_res --- MU-041 - MU-041-D1-01-c_50x09_LSM_Topo > Leveled (LS-plane);07.09.2020 13:33;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;14751,83375;53051;0,27806891;0;BA_50x_res --- MU-041 - MU-041-D1-01-c_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;07.09.2020 13:33;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;9939,656613;357453;0,027806891;0;1594,868195;-0,589531515;3,219335075;4387,454685;5552,201928;9939,656613;1275,180922;0,61787103;1811,983633;3851,197839;26,8008642;0,699967477;92,76653649;0,287535228;3,896495924;0,051426374;1,863406669;0,051426374;1,510407815;1,641753544;0,221653125;5733,947768;1423,09854;2229,819833;89,99039942;44,98222617;134,9942852;62,12226346;0,00189838;0,017186212;5,946983555;7,890413111;0,118131868;0,282399069
03.09.2020;15:01:47;E:\USE-WEAR\archaeology\BALVE\ConfoMap\BA_pro --- BA_50x_res --- MU-041 - MU-041-D2-01-a_50x09_LSM_Topo.mnt;1,550243999;0,643237067;-5528,868614;24,24111601;-0,029008428;7,33E-06;3,845283074;-0,014325555;1,14E-05;0,017634529;3,04E-06;-1,86E-05;BA_50x_res --- MU-041 - MU-041_D2-01-a_50x09_LSM_Topo;07.09.2020 13:50;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;26026,0553;64477;0,40364867;0;BA_50x_res --- MU-041 - MU-041-D2-01-a_50x09_LSM_Topo > Leveled (LS-plane);07.09.2020 13:50;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;19919,65822;49349;0,40364867;0;BA_50x_res --- MU-041 - MU-041-D2-01-a_50x09_LSM_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0,1000 %   99,90 %) > S-filtered (Lambda-s 2,500 µm) > Filled-in non-measured points;07.09.2020 13:50;Surface;X;255,4748056;1198;0,213429245;Y;255,4748056;1198;0,213429245;Z;Topography;13057,30791;323482;0,040364867;0;1630,180657;-1,422361212;7,560791136;3928,510681;9128,797227;13057,30791;1152,160121;1,413694988;1750,15628;4384,147011;20,57960451;0,48991723;132,4939199;0,308525657;4,129965892;0,061587141;1,81174742;0,061587141;1,138118817;1,51845454;0,293292879;7655,382706;1277,254557;2319,24954;0,000542316;89,99653311;134,9987779;62,17430932;0,000224285;0,017816234;6,114557021;9,024672658;0,340235729;0,676959752
